ORIGINAL_WORD,GENTLE_GENERATED,START_TIME,END_TIME
to,to,1899.429999,1899.659999
that,that,1899.799999,1899.829999
man,man,1899.829999,1900.079999
put,put,1902.389999,1902.419999
your,your,1902.419999,1902.449999
feet,feet,1902.62,1902.9199999999998
over,over,1902.95,1903.49
and,and,1903.969999,1904.099999
press,press,1904.099999,1904.419999
up,up,1904.48,1904.74
for,for,1904.82,1905.05
a,a,1905.049999,1905.119999
cobra,cobra,1905.12,1905.5
stretch,stretch,1905.55,1906.07
now,now,1919.88,1919.98
push,push,1920.089999,1920.219999
back,back,1920.389999,1920.749999
hold,hold,1922.809999,1923.069999
over,over,1923.07,1923.28
onto,onto,1923.28,1923.48
yourself,yourself,1923.48,1923.94
or,or,1924.65,1924.75
Child's,child's,1924.75,1925.19
Pose,pose,1925.190001,1925.220001
so,so,1925.219999,1925.599999
you,you,1927.17,1927.39
should,should,1927.39,1927.47
feel,feel,1927.47,1927.71
this,this,1927.71,1927.8700000000001
through,through,1927.87,1928.02
your,your,1928.02,1928.16
shoulders,shoulders,1928.16,1929.01
as,as,1929.09,1929.1599999999999
well,well,1929.16,1929.41
as,,,
your,your,1929.42,1929.6100000000001
lower,lower,1929.61,1929.85
back,back,1948.409999,1948.439999
okay,okay,1948.4399999999998,1948.4699999999998
let,let,1948.979999,1949.0199989999999
it,it,1949.19,1949.26
relax,relax,1949.26,1949.85
okay,okay,1951.05,1951.32
guys,guys,1951.32,1951.95
that's,that's,1952.2,1952.46
it,it,1952.53,1952.77
for,for,1952.78,1952.95
this,this,1952.95,1953.1000000000001
workout,workout,1953.12,1953.7199999999998
you,you,1954.19,1954.39
made,made,1954.389999,1954.559999
it,it,1954.559999,1954.659999
all,all,1954.66,1954.8700000000001
the,the,1954.87,1954.8899999999999
way,way,1954.889999,1955.099999
through,through,1955.099999,1955.459999
congratulations,congratulations,1955.46,1956.48
I,i,1956.48,1956.57
hope,hope,1956.58,1956.6999999999998
you'll,you'll,1956.7,1956.8600000000001
come,come,1956.86,1957.06
back,back,1957.059999,1957.359999
and,and,1957.389999,1957.619999
work,work,1957.62,1957.78
out,out,1957.78,1957.94
with,with,1957.94,1958.03
us,us,1958.03,1958.2
tomorrow,tomorrow,1958.2,1958.74
otherwise,otherwise,1959.07,1959.82
a,a,1959.849999,1959.859999
good,good,1959.87,1960.12
job,job,1960.119999,1960.659999
this,this,1960.719999,1960.959999
workout,workout,1960.959999,1961.489999
is,is,1961.52,1961.75
complete,complete,1961.89,1962.29
